Lfd. Nr.;Relevent WP years;FGE;series;Fangort bzw. Strom km;Habitat;Fangdatum;Toetungs-datum;Bearbeitungs-datum;Fangmonat;Fangjahr;Quartal;gear;Masse (g) gemessen;Laenge (cm) gemessen;G/B;Kopf;Neuromast;Auge v (mm);Auge h (mm);Brustfl.  (mm);Fett (%-Fatmeter Eel-1, ggf. korrigiert (aus eel-2?));Fett (%, Eel-2);Fett (%, keine Angabe des Programms) ;Otolithen;Sex;Leber (g);Eingeweide (g);Gonadengewicht (g);Schwimmblase (binär);Gewicht Schwimmblase (g);Galle (binär);Muskel;Hirn;TK;representative ;Bemerkungen;Wissenschaftler/Protokollant;Lagerung;Hälterung;Extra ID (Polen ID, Florian Id);Fett % (Labor);Fett (% hinter Anus);Muskel (binär);Muskelgewicht (g);DNA /Gewebeprobe (binär);Fettbeprobung (binär);Vollbeprobung;Leber Histo #;Blut Nr. ;Length (mm)  corrected;Length (cm) corrected;Length class (1cm);Length class (2cm);Length class (5cm);Length class (10cm);Mass (g) corrected;eye_diam_avg ;S1;SF2;SF3;SF4;SF5;SM2 (6);Stage (s.i.);Y/S nach Durif;Pankhurst ;Y/S nach Pankhurst;GSI;HSI;Age (y);Quality of age reading;PCB  (pg TEQ/g ww);Quecksilber Muskel (µg/kg ww);Quecksilber Leber;Pb Muskel (µg/kg dw) ;Cd Muskel (µg/kg dw);PAHs Pyr/380 (regional);PAHs Pyr/ml (physiologisch);A380;EROD;GST;Pseudodactylogyrus (n gesamt);Anguillicola cr. (n gesamt);Hartmannklasse
2092;before 2020;Schlei/Trave;Schlei;Schleswig;M;26.-28.07.2013;06.08.2013;06.08.2013;8;2013;3;Reuse;138;43;t;p;2;5.5;6.3;17.8;NA;NA;27.1;2;f;2.44;NA;0.44;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;430;43;43;42;40;40;138;5.9;71.53;71.75;68.64;59.77;63.28;70.14;2;y;6.358072109;y;0.31884058;1.768115942;7;3;;;;;;;;;;;;3;1
2093;before 2020;Schlei/Trave;Schlei;Schleswig;M;26.-28.07.2013;06.08.2013;06.08.2013;8;2013;3;Reuse;106;41;g;n;1;4.9;5.9;17.8;NA;NA;18.8;2;f;NA;NA;NA;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;410;41;41;40;40;40;106;5.4;67.37;66.72;62.55;52.61;56.54;64.22;1;y;5.585904987;y;#WERT!;#WERT!;3;2;;;;;;;;;;;;11;2
2094;before 2020;Schlei/Trave;Schlei;Schleswig;M;26.-28.07.2013;06.08.2013;06.08.2013;8;2013;3;Reuse;140;44;t;n;2;4.6;5.4;18.6;NA;NA;23.9;2;f;2.03;NA;0.52;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;440;44;44;44;40;40;140;5;69.23;69.07;63.93;51.76;55.63;61.71;1;y;4.462489565;y;0.371428571;1.45;2;2;;;;;;;;;;;;9;2
2095;before 2020;Schlei/Trave;Schlei;Schleswig;M;26.-28.07.2013;06.08.2013;06.08.2013;8;2013;3;Reuse;162;46;b;p;2;7;7.4;21;NA;NA;20.9;2;f;2.65;NA;0.5;1;NA;0;;;NA;NA;Flosse rechts gemessen;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;460;46;46;46;45;40;162;7.2;85.37;88.63;89.61;83.61;89.35;92.66;6;sm;8.851095824;s;0.308641975;1.635802469;6;4;;;;;;;;;;;;0;3
2096;before 2020;Schlei/Trave;Schlei;Schleswig;M;26.-28.07.2013;06.08.2013;06.08.2013;8;2013;3;Reuse;107;40;b;p;2;5.7;6.4;17.6;NA;NA;27.4;2;m;2.09;NA;0.1;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;400;40;40;40;40;40;107;6.05;68.33;67.87;65.30;58.00;61.74;70.03;6;sm;7.186884069;s;0.093457944;1.953271028;3;1;;;;;;;;;;;;3;2
2097;before 2020;Schlei/Trave;Schlei;Schleswig;M;26.-28.07.2013;06.08.2013;06.08.2013;8;2013;3;Reuse;127;41;g;n;2;4.8;5.5;17.5;NA;NA;23;2;f;1.5;NA;NA;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;410;41;41;40;40;40;127;5.15;63.53;62.18;57.25;47.03;50.01;58.34;1;y;5.080664095;y;#WERT!;1.181102362;3;1;;;;;;;;;;;;11;2
 ;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;367;58;g;b;2;6.5;6.5;23;NA;NA;20.2;2;f;5.76;NA;1.56;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2098;2098;580;58;58;58;55;50;367;6.5;89.62;94.36;93.17;82.59;85.40;84.04;2;y;5.72121938;y;0.42506812;1.569482289;7;3;;;;;;;;;;;;;
2099;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;737;70;t;b;2;7;7.4;32.2;NA;NA;28.9;1;f;6.73;NA;5.71;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2099;2099;700;70;70;70;70;70;737;7.2;88.23;94.78;97.03;90.49;89.63;82.70;3;y;5.816434399;y;0.774762551;0.913161465;13;2;;;;;;;;;;;;;
2100;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;354;61;g;b;2;7;7.5;28;NA;NA;12.9;2;f;3.67;NA;1.87;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2100;2100;610;61;61;60;60;60;354;7.25;105.51;113.72;115.96;105.76;112.91;106.46;3;y;6.767621469;s;0.528248588;1.036723164;8;3;;;;;;;;;;;;;
2101;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;432;62;t;p;2;6.5;7.1;28.2;NA;NA;24.8;2;f;5.25;NA;2.36;1;NA;1;;;NA;NA;Leber hat auffällige Verfärbung -> 2 Stücken entnommen (gesund/krank);NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2101;2101;620;62;62;62;60;60;432;6.8;97.14;104.02;104.99;94.67;99.46;93.94;3;y;5.857550173;y;0.546296296;1.215277778;7;3;;;;;;;;;;;;;
2102;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;288;55;t;p;2;6;6.7;24;NA;NA;15.6;2;f;4.33;NA;0.95;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2102;2102;550;55;55;54;55;50;288;6.35;90.67;95.50;94.61;83.59;88.83;87.38;2;y;5.758039535;y;0.329861111;1.503472222;5;2;;;;;;;;;;;;;
2103;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;249;54;t;n;2;5.3;5.6;21.4;NA;NA;25.2;2;f;3.49;NA;0.84;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2103;2103;540;54;54;54;50;50;249;5.45;85.88;89.37;85.50;71.26;75.73;75.79;2;y;4.320053509;y;0.337349398;1.401606426;9;3;;;;;;;;;;;;;
2104;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;302;56;t;p;2;6.1;6.7;24.9;NA;NA;24.8;2;f;3.09;NA;1.57;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;0;NA;2104;560;56;56;56;55;50;302;6.4;92.41;97.69;97.16;86.04;91.61;89.30;2;y;5.744626567;y;0.51986755;1.023178808;9;3;;;;;;;;;;;;;
2105;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;397;61;g;b;1;6.8;6.8;21.5;NA;NA;19.2;2;f;6;NA;1.45;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2105;2105;610;61;61;60;60;60;397;6.8;94.38;99.92;98.71;87.85;89.60;87.56;2;y;5.953575586;y;0.365239295;1.511335013;6;3;;;;;;;;;;;;;
2106;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;281;55;g;b;2;5.7;6.3;22.3;NA;NA;20.4;2;f;3.79;NA;0.87;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2106;2106;550;55;55;54;55;50;281;6;88.44;92.63;90.31;77.95;82.31;81.72;2;y;5.140787979;y;0.309608541;1.348754448;8;3;;;;;;;;;;;;;
2107;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;228;50;g;b;1;6.1;6.5;22;NA;NA;22.3;2;f;3.78;NA;0.84;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2107;2107;500;50;50;50;50;50;228;6.3;83.55;86.69;85.41;75.80;80.63;82.34;2;y;6.234490621;y;0.368421053;1.657894737;6;3;;;;;;;;;;;;;
2108;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;473;66;t;p;2;6.3;7;26.7;NA;NA;24.7;2;f;6.71;NA;1.83;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2108;2108;660;66;66;66;65;60;473;6.65;100.63;108.08;107.84;95.49;98.96;92.45;2;y;5.262465194;y;0.386892178;1.418604651;6;3;;;;;;;;;;;;;
2109;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;235;54;t;p;2;6.4;6.6;21.6;NA;NA;27.1;2;f;4.22;NA;0.66;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2109;2109;540;54;54;54;50;50;235;6.5;93.34;98.25;97.07;85.74;91.13;90.50;2;y;6.145013408;y;0.280851064;1.795744681;5;4;;;;;;;;;;;;;
2110;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;219;50;t;p;1;6;6;21.2;NA;NA;20;2;f;4.44;NA;0.99;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2110;2110;500;50;50;50;50;50;219;6;82.36;85.16;82.88;72.09;76.64;78.69;2;y;5.654866776;y;0.452054795;2.02739726;9;2;;;;;;;;;;;;;
2111;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;332;57;t;p;2;6.6;7.1;25.2;NA;NA;24.1;2;f;4.38;NA;1.56;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2111;2111;570;57;57;56;55;50;332;6.85;94.27;100.04;100.60;90.98;96.13;93.46;3;y;6.46541146;y;0.469879518;1.319277108;9;3;;;;;;;;;;;;;
2112;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;340;59;t;n;2;6.3;7.4;24.5;NA;NA;16.2;2;f;4.76;NA;1;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2112;2112;590;59;59;58;55;50;340;6.85;97.82;104.17;104.35;93.66;98.60;95.15;3;y;6.24624497;y;0.294117647;1.4;9;3;;;;;;;;;;;;;
2113;before 2020;Weser;Weser;Drakenburg;R;08.2013;13.08.2013;13.08.2013;8;2013;3;Reuse;409;64;g;n;2;6.8;7.2;28.8;NA;NA;34.1;2;f;4.58;NA;1.51;1;NA;1;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;1;2113;2113;640;64;64;64;60;60;409;7;105.94;114.44;116.04;104.57;111.02;103.35;3;y;6.013204689;y;0.369193154;1.119804401;6;3;;;;;;;;;;;;;
2114;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;259;54;t;p;2;6.2;6.6;22.8;NA;NA;24.5;2;f;1.1;NA;3.71;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;540;54;54;54;50;50;259;6.4;90.93;95.59;94.53;83.53;88.80;88.05;2;y;5.957390513;y;1.432432432;0.424710425;7;3;;;;;;;;;;;;;
2115;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;633;69;g;b;1;6.8;7.7;30;NA;NA;32;2;f;6.95;NA;3.64;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;0;NA;NA;690;69;69;68;65;60;633;7.25;95.97;103.41;105.29;96.92;97.97;90.77;3;y;5.982969705;y;0.575039494;1.097946288;8;3;;;;;;;;;;;;;
2116;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;391;57;t;p;2;6;6.7;25.6;NA;NA;26.5;2;f;5.38;NA;2.6;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;0;NA;NA;570;57;57;56;55;50;391;6.35;85.37;89.68;89.02;79.31;82.58;81.03;2;y;5.55600306;y;0.664961637;1.375959079;9;3;;;;;;;;;;;;;
2117;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;413;61;t;b;2;7.2;7.3;28.1;NA;NA;30.1;2;f;5.89;NA;1.41;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;0;NA;NA;610;61;61;60;60;60;413;7.25;99.20;106.43;108.58;99.80;105.07;99.75;3;y;6.767621469;s;0.341404358;1.426150121;11;3;;;;;;;;;;;;;
2118;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;463;62;t;b;2;6.8;7.6;28;NA;NA;23.4;2;f;7;NA;2.42;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;620;62;62;62;60;60;463;7.2;95.88;102.63;104.46;96.10;99.88;94.97;3;y;6.566942063;s;0.522678186;1.51187905;9;3;;;;;;;;;;;;;
2119;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;248;56;g;b;1;5.3;6;21.9;NA;NA;24.1;2;f;4.17;NA;1.01;1;NA;0;;;NA;NA;Gonaden nur einseitig ausgebildet;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;560;56;56;56;55;50;248;5.65;92.24;96.96;93.64;78.77;84.12;82.51;2;y;4.477120156;y;0.407258065;1.681451613;9;3;;;;;;;;;;;;;
2120;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;238;53;t;p;1;6.3;6.8;21.8;NA;NA;21.4;2;f;3.36;NA;0.76;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;530;53;53;52;50;50;238;6.55;90.99;95.51;94.59;84.11;89.29;89.26;2;y;6.357649944;y;0.319327731;1.411764706;9;4;;;;;;;;;;;;;
2121;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;384;62;t;p;2;7.2;7.2;26.4;NA;NA;20.4;2;f;5.22;NA;1.25;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;620;62;62;62;60;60;384;7.2;103.43;111.16;112.60;102.27;107.72;102.06;3;y;6.566942063;s;0.325520833;1.359375;7;3;;;;;;;;;;;;;
2122;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;242;53;t;p;2;5.9;6.1;22.1;NA;NA;37.3;2;f;3.4;NA;0.52;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;0;0;NA;NA;530;53;53;52;50;50;242;6;87.69;91.62;89.42;77.36;82.41;82.46;2;y;5.334779978;y;0.214876033;1.404958678;7;3;;;;;;;;;;;;;
2123;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;393;56;t;b;3;6;6.9;23.2;NA;NA;22.6;2;f;7.13;NA;1.5;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;560;56;56;56;55;50;393;6.45;81.82;85.23;84.04;75.19;76.77;77.15;2;y;5.834736981;y;0.381679389;1.814249364;9;4;;;;;;;;;;;;;
2124;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;263;54;t;p;1;6;6.8;20.2;NA;NA;19;2;f;3.89;NA;1.13;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;540;54;54;54;50;50;263;6.4;88.90;92.91;90.95;79.92;83.52;84.21;2;y;5.957390513;y;0.429657795;1.479087452;8;3;;;;;;;;;;;;;
2125;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;373;60;t;p;2;6.8;7;27.2;NA;NA;21.4;2;f;4.91;NA;1.63;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;600;60;60;60;60;60;373;6.9;98.61;105.50;106.61;96.37;102.08;97.19;3;y;6.232134427;y;0.436997319;1.316353887;10;3;;;;;;;;;;;;;
2126;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;264;52;g;n;1;5.4;5.9;21.9;NA;NA;26.7;2;f;4.26;NA;0.95;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;520;52;52;52;50;50;264;5.65;80.83;83.52;80.40;68.41;72.26;73.62;2;y;4.821514014;y;0.359848485;1.613636364;8;2;;;;;;;;;;;;;
2127;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;650;65;t;p;2;6.5;7.1;28.5;NA;NA;30.4;2;f;7.48;NA;3.74;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;650;65;65;64;65;60;650;6.8;81.04;85.60;86.06;79.12;77.62;74.32;3;y;5.587201704;y;0.575384615;1.150769231;11;3;;;;;;;;;;;;;
2128;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;447;61;g;n;1;6;6.5;24.6;NA;NA;24.5;2;f;6.99;NA;1.74;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;610;61;61;60;60;60;447;6.25;87.83;92.62;91.02;79.81;81.57;79.06;2;y;5.029445206;y;0.389261745;1.563758389;12;3;;;;;;;;;;;;;
2129;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;386;61;t;b;2;6.4;6.8;26.3;NA;NA;31.3;2;f;6.49;NA;1.69;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;610;61;61;60;60;60;386;6.6;97.41;103.99;103.96;92.45;97.34;92.61;2;y;5.608515409;y;0.437823834;1.68134715;7;3;;;;;;;;;;;;;
2130;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;248;54;g;b;1;5.6;6.7;23.5;NA;NA;16.7;2;f;3.93;NA;0.94;1;NA;0;;;NA;NA;Galle kaputt;NA;NA;NA;NA;NA;NA;1;NA;1;0;0;NA;NA;540;54;54;54;50;50;248;6.15;91.16;95.89;94.48;82.48;88.44;87.17;2;y;5.501059636;y;0.379032258;1.584677419;8;4;;;;;;;;;;;;;
2131;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;357;66;t;p;1;6;6.6;23.5;NA;NA;28.7;2;f;4.82;NA;1.33;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;660;66;66;66;65;60;357;6.3;109.26;117.58;115.60;99.24;104.53;97.48;2;y;4.723098955;y;0.37254902;1.350140056;NA;NA;;;;;;;;;;;;;
2132;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;248;53;t;n;2;5.9;6.7;22;NA;NA;19.7;2;f;4.27;NA;0.89;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;530;53;53;52;50;50;248;6.3;88.65;92.77;91.27;80.28;85.17;85.30;2;y;5.881594926;y;0.358870968;1.721774194;6;3;;;;;;;;;;;;;
2133;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;320;62;t;p;2;6.9;7.7;25.9;NA;NA;14.8;2;f;4.65;NA;1.7;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;620;62;62;62;60;60;320;7.3;110.59;119.41;121.05;109.47;116.76;110.06;3;y;6.750623892;s;0.53125;1.453125;7;4;;;;;;;;;;;;;
2134;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;419;61;t;p;2;7;7.4;27.7;NA;NA;25.7;2;f;7.18;NA;3.58;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;610;61;61;60;60;60;419;7.2;98.03;105.02;106.89;98.08;102.90;97.93;3;y;6.674596851;s;0.854415274;1.713603819;7;3;;;;;;;;;;;;;
2135;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;346;57;t;p;2;5.8;6.7;22.5;NA;NA;24.9;2;f;5.6;NA;1.39;1;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;570;57;57;56;55;50;346;6.25;87.77;92.05;90.16;78.91;81.80;81.01;2;y;5.382388729;y;0.401734104;1.61849711;6;4;;;;;;;;;;;;;
2136;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;406;62;t;b;3;6.2;7.1;24.7;NA;NA;23.2;2;f;NA;NA;NA;0;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;620;62;62;62;60;60;406;6.65;96.96;103.34;102.79;91.21;94.75;90.59;2;y;5.601979078;y;#WERT!;#WERT!;7;3;;;;;;;;;;;;;
2137;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;297;57;t;p;2;6.2;6.9;23.5;NA;NA;22;2;f;NA;NA;NA;0;NA;0;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;570;57;57;56;55;50;297;6.55;95.34;101.00;100.30;88.84;94.04;91.66;2;y;5.911499071;y;#WERT!;#WERT!;6;3;;;;;;;;;;;;;
2138;before 2020;Weser;Weser;Drakenburg;R;08.2013;15.08.2013;15.08.2013;8;2013;3;Reuse;278;56;g;b;1;6.1;7;21.7;NA;NA;17.3;2;f;4.97;NA;1.35;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;560;56;56;56;55;50;278;6.55;93.87;99.01;97.79;86.41;90.92;89.77;2;y;6.017061554;y;0.485611511;1.787769784;9;3;;;;;;;;;;;;;
2139;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;218;50;g;b;1;5.4;5.7;21.9;NA;NA;24.4;2;f;3.26;NA;0.82;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;500;50;50;50;50;50;218;5.55;80.41;82.89;79.74;67.56;72.43;74.21;2;y;4.838445386;y;0.376146789;1.495412844;7;4;;;;;;;;;;;;;
2140;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;309;55;g;b;1;5.7;6.3;25;NA;NA;31.2;2;f;4.17;NA;1;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;550;55;55;54;55;50;309;6;87.08;91.39;89.94;78.39;83.42;81.97;2;y;5.140787979;y;0.323624595;1.349514563;7;2;;;;;;;;;;;;;
2141;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;265;53;t;p;1;6.2;6.5;23;NA;NA;21.9;2;f;3.83;NA;1.57;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;530;53;53;52;50;50;265;6.35;87.70;91.82;90.75;80.37;85.30;85.24;2;y;5.975324046;y;0.59245283;1.445283019;7;3;;;;;;;;;;;;;
2142;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;470;65;g;b;2;6.1;6.6;27.3;NA;NA;28.5;2;f;5.51;NA;2.74;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;650;65;65;64;65;60;470;6.35;97.24;104.11;103.40;90.70;94.29;88.15;2;y;4.872187299;y;0.582978723;1.172340426;8;2;;;;;;;;;;;;;
2143;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;347;57;t;p;2;6.7;6.7;24.5;NA;NA;24.9;2;f;6.21;NA;1.6;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;570;57;57;56;55;50;347;6.7;91.39;96.58;96.50;86.75;90.94;88.98;2;y;6.18535501;y;0.461095101;1.78962536;8;4;;;;;;;;;;;;;
2144;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;249;55;g;b;1;6;6.2;24.8;NA;NA;25.7;2;f;4.05;NA;0.76;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;550;55;55;54;55;50;249;6.1;93.99;99.39;98.24;85.54;92.47;89.89;2;y;5.313575575;y;0.305220884;1.626506024;7;3;;;;;;;;;;;;;
2145;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;516;63;t;b;2;8.1;8.5;31;NA;NA;23.4;2;f;7.16;NA;5.25;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;630;63;63;62;60;60;516;8.3;100.52;108.67;114.09;109.92;114.31;107.91;5;s;8.588266584;s;1.01744186;1.387596899;8;5;;;;;;;;;;;;;
2146;before 2020;Weser;Weser;Drakenburg;R;08.2013;20.08.2013;20.08.2013;8;2013;3;Reuse;316;56;t;p;2;6.3;6.8;23.3;NA;NA;30.1;2;f;4.44;NA;1.76;1;NA;0;;;NA;NA;NA;JDP;NA;NA;NA;NA;NA;0;NA;1;0;0;NA;NA;560;56;56;56;55;50;316;6.55;90.75;95.60;94.85;84.46;88.67;87.43;2;y;6.017061554;y;0.556962025;1.405063291;6;3;;;;;;;;;;;;;
